st_fips_raw,place_names,multiple_cities,predicted_st_fips,n_meta_rows,county_fips,state,county_name,all_county_fips,confidence,method,notes
55025; 5548000,Dane County; Madison city,1,UNKNOWN,790,55025,WI,Dane County,55025,medium,compound_tokens_agree,all resolvable tokens agree on one county
5506500,Beloit city,0,,398,55105,WI,Rock County,55105,high,place_to_county,national_places → counties gazetteer
55141; 5555875,Wood County; Nekoosa city,1,55141,95,55141,WI,Wood County,55141,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
55141; 5555875,Wood County; Nekoosa city,1,5555875,10,55141,WI,Wood County,55141,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
55141; 5555875,Wood County; Nekoosa city,1,UNKNOWN,1064,55141,WI,Wood County,55141,medium,compound_tokens_agree,all resolvable tokens agree on one county
5516450,Columbus city,0,,15,,WI,,55021;55027,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
5522300; 55035,Eau Claire city; Eau Claire County,1,55035,91,55035,WI,Eau Claire County,55035,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
5522300; 55035,Eau Claire city; Eau Claire County,1,5522300,209,55035,WI,Eau Claire County,55035,medium,compound_tokens_agree,all resolvable tokens agree on one county
5522300; 55035,Eau Claire city; Eau Claire County,1,UNKNOWN,276,55035,WI,Eau Claire County,55035,medium,compound_tokens_agree,all resolvable tokens agree on one county
5527775; 5519000; 5586400,Fremont town; Dayton town; Weyauwega city,1,5519000,14,55103,WI,Richland County,55103,medium,predicted_place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz; from predicted_st_fips for multi-city
5527775; 5519000; 5586400,Fremont town; Dayton town; Weyauwega city,1,5527775,15,55019,WI,Clark County,55019,medium,predicted_place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz; from predicted_st_fips for multi-city
5527775; 5519000; 5586400,Fremont town; Dayton town; Weyauwega city,1,5586400,1,55135,WI,Waupaca County,55135,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
5527775; 5519000; 5586400,Fremont town; Dayton town; Weyauwega city,1,UNKNOWN,92,,,,55019;55103;55135,low,ambiguous_compound,multi-city/compound st_fips; no single county invented; predicted UNKNOWN/empty
5537900,Jefferson city,0,,112,55055,WI,Jefferson County,55055,high,place_to_county,national_places → counties gazetteer
5541675,Lake Mills city,0,,782,55055,WI,Jefferson County,55055,high,place_to_county,national_places → counties gazetteer
5551150,Mequon city,0,,50,55089,WI,Ozaukee County,55089,high,place_to_county,national_places → counties gazetteer
5552200,Milton city,0,,316,55105,WI,Rock County,55105,high,place_to_county,national_places → counties gazetteer
5560200,Oregon village,0,,630,55025,WI,Dane County,55025,high,place_to_county,national_places → counties gazetteer
5560500; 55139,Oshkosh city; Winnebago County,1,55139,47,55139,WI,Winnebago County,55139,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
5560500; 55139,Oshkosh city; Winnebago County,1,5560500,6,55139,WI,Winnebago County,55139,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
5560500; 55139,Oshkosh city; Winnebago County,1,UNKNOWN,767,55139,WI,Winnebago County,55139,medium,compound_tokens_agree,all resolvable tokens agree on one county
5563250,Platteville city,0,,348,55043,WI,Grant County,55043,high,place_to_county,national_places → counties gazetteer
5578600,Sun Prairie city,0,,84,55025,WI,Dane County,55025,high,place_to_county,national_places → counties gazetteer
5584475,Wausau city,0,,1055,55073,WI,Marathon County,55073,high,place_to_county,national_places → counties gazetteer
5585350,West Bend city,0,,31,55131,WI,Washington County,55131,high,place_to_county,national_places → counties gazetteer
5586400,Weyauwega city,0,,85,55135,WI,Waupaca County,55135,high,place_to_county,national_places → counties gazetteer
5613150,Casper city,0,,576,56025,WY,Natrona County,56025,high,place_to_county,national_places → counties gazetteer
5645050,Laramie city,0,,200,56001,WY,Albany County,56001,high,place_to_county,national_places → counties gazetteer
5666220,Riverton city,0,,405,56013,WY,Fremont County,56013,high,place_to_county,national_places → counties gazetteer
