st_fips_raw,place_names,multiple_cities,predicted_st_fips,n_meta_rows,county_fips,state,county_name,all_county_fips,confidence,method,notes
1378800; 1333980; 1323872,Valdosta city; Gordon city; Douglas city,1,1333980,14,13319,GA,Wilkinson County,13319,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
1378800; 1333980; 1323872,Valdosta city; Gordon city; Douglas city,1,1378800,78,13185,GA,Lowndes County,13185,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
1378800; 1333980; 1323872,Valdosta city; Gordon city; Douglas city,1,UNKNOWN,224,,,,13069;13185;13319,low,ambiguous_compound,multi-city/compound st_fips; no single county invented; predicted UNKNOWN/empty
1644200; 16055,Kootenai city; Kootenai County,1,16055,580,16055,ID,Kootenai County,16055,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
1644200; 16055,Kootenai city; Kootenai County,1,UNKNOWN,702,,,,16017;16055,low,ambiguous_compound,multi-city/compound st_fips; no single county invented; predicted UNKNOWN/empty
1652120,Meridian city,0,,1133,16001,ID,Ada County,16001,high,place_to_county,national_places → counties gazetteer
1664810,Post Falls city,0,,477,16055,ID,Kootenai County,16055,high,place_to_county,national_places → counties gazetteer
1682810,Twin Falls city,0,,30,16083,ID,Twin Falls County,16083,high,place_to_county,national_places → counties gazetteer
1700971,Alpha village,0,,199,17073,IL,Henry County,17073,high,place_to_county,national_places → counties gazetteer
1703012,Aurora city,0,,137,,IL,,17043;17089;17093;17197,low,ambiguous_multi_county_place,place spans 4 counties; FIPS not invented
1704013,Bartlett village,0,,486,,IL,,17031;17043;17089,low,ambiguous_multi_county_place,place spans 3 counties; FIPS not invented
1704078; 17089,Batavia city; Kane County,1,1704078,293,17089,IL,Kane County,17089,medium,compound_tokens_agree,all resolvable tokens agree on one county
1704078; 17089,Batavia city; Kane County,1,17089,58,17089,IL,Kane County,17089,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
1704078; 17089,Batavia city; Kane County,1,UNKNOWN,134,17089,IL,Kane County,17089,medium,compound_tokens_agree,all resolvable tokens agree on one county
17091,Kankakee County,0,,11,17091,IL,Kankakee County,17091,high,county_geoid_validated,validated against 2024 counties gazetteer
1711202,Carlinville city,0,,35,17117,IL,Macoupin County,17117,high,place_to_county,national_places → counties gazetteer
1712684,Chatham village,0,,228,17167,IL,Sangamon County,17167,high,place_to_county,national_places → counties gazetteer
1713139,Chester city,0,,59,17157,IL,Randolph County,17157,high,place_to_county,national_places → counties gazetteer
1714000,Chicago city,0,,316,,IL,,17031;17043,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
1715833,Columbia city,0,,8,,IL,,17133;17163,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
1717458,Crest Hill city,0,,241,17197,IL,Will County,17197,high,place_to_county,national_places → counties gazetteer
1718628,Darien city,0,,350,17043,IL,DuPage County,17043,high,place_to_county,national_places → counties gazetteer
1719161,DeKalb city,0,,526,17037,IL,DeKalb County,17037,high,place_to_county,national_places → counties gazetteer
1720292,Dolton village,0,,179,17031,IL,Cook County,17031,high,place_to_county,national_places → counties gazetteer
1722255,East St. Louis city,0,,32,17163,IL,St. Clair County,17163,high,place_to_county,national_places → counties gazetteer
1723620,Elmhurst city,0,,695,,IL,,17031;17043,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
1723945; 17197,Elwood village; Will County,1,17197,1,17197,IL,Will County,17197,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
1723945; 17197,Elwood village; Will County,1,UNKNOWN,9,17197,IL,Will County,17197,medium,compound_tokens_agree,all resolvable tokens agree on one county
1724582,Evanston city,0,,1054,17031,IL,Cook County,17031,high,place_to_county,national_places → counties gazetteer
1724608,Evansville village,0,,26,17157,IL,Randolph County,17157,high,place_to_county,national_places → counties gazetteer
1724764,Fairbury city,0,,7,17105,IL,Livingston County,17105,high,place_to_county,national_places → counties gazetteer
1726753,Forest City village,0,,69,17125,IL,Mason County,17125,high,place_to_county,national_places → counties gazetteer
1727884,Freeport city,0,,259,17177,IL,Stephenson County,17177,high,place_to_county,national_places → counties gazetteer
1728872; 17089,Geneva city; Kane County,1,17089,1,17089,IL,Kane County,17089,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
1728872; 17089,Geneva city; Kane County,1,1728872,3,17089,IL,Kane County,17089,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
1728872; 17089,Geneva city; Kane County,1,UNKNOWN,595,17089,IL,Kane County,17089,medium,compound_tokens_agree,all resolvable tokens agree on one county
1729652,Glencoe village,0,,92,17031,IL,Cook County,17031,high,place_to_county,national_places → counties gazetteer
1732499,Hammond village,0,,1681,17147,IL,Piatt County,17147,high,place_to_county,national_places → counties gazetteer
1734865,Highwood city,0,,164,17097,IL,Lake County,17097,high,place_to_county,national_places → counties gazetteer
1735398,Hoffman village,0,,351,17027,IL,Clinton County,17027,high,place_to_county,national_places → counties gazetteer
1738570,Joliet city,0,,805,,IL,,17093;17197,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
1743939; 17197,Lisle village; Will County,1,1743939,142,17043,IL,DuPage County,17043,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
1743939; 17197,Lisle village; Will County,1,UNKNOWN,256,,,,17043;17197,low,ambiguous_compound,multi-city/compound st_fips; no single county invented; predicted UNKNOWN/empty
1744225,Lockport city,0,,26,17197,IL,Will County,17197,high,place_to_county,national_places → counties gazetteer
1745694,McHenry city,0,,220,17111,IL,McHenry County,17111,high,place_to_county,national_places → counties gazetteer
1746500,Manteno village,0,,187,17091,IL,Kankakee County,17091,high,place_to_county,national_places → counties gazetteer
1746916,Marion city,0,,285,,IL,,17087;17199,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
1748892,Midlothian village,0,,182,17031,IL,Cook County,17031,high,place_to_county,national_places → counties gazetteer
1749945,Monee village,0,,48,17197,IL,Will County,17197,high,place_to_county,national_places → counties gazetteer
1750244,Monticello city,0,,14,17147,IL,Piatt County,17147,high,place_to_county,national_places → counties gazetteer
1750530,Morrison city,0,,3,17195,IL,Whiteside County,17195,high,place_to_county,national_places → counties gazetteer
1750621,Morton village,0,,485,17179,IL,Tazewell County,17179,high,place_to_county,national_places → counties gazetteer
1751128,Mount Pulaski city,0,,44,17107,IL,Logan County,17107,high,place_to_county,national_places → counties gazetteer
1751349,Mundelein village,0,,10,17097,IL,Lake County,17097,high,place_to_county,national_places → counties gazetteer
1752584,New Lenox village,0,,9,17197,IL,Will County,17197,high,place_to_county,national_places → counties gazetteer
1753663,Northfield village,0,,96,17031,IL,Cook County,17031,high,place_to_county,national_places → counties gazetteer
1754534,Oak Brook village,0,,571,,IL,,17031;17043,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
1767769,Sauk Village village,0,,144,,IL,,17031;17197,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
1772000,Springfield city,0,,548,17167,IL,Sangamon County,17167,high,place_to_county,national_places → counties gazetteer
1782101,Wilmington city,0,,97,17197,IL,Will County,17197,high,place_to_county,national_places → counties gazetteer
18035,Delaware County,0,,441,18035,IN,Delaware County,18035,high,county_geoid_validated,validated against 2024 counties gazetteer
18057,Hamilton County,0,,323,18057,IN,Hamilton County,18057,high,county_geoid_validated,validated against 2024 counties gazetteer
1809910,Camden town,0,,58,18015,IN,Carroll County,18015,high,place_to_county,national_places → counties gazetteer
1819486,East Chicago city,0,,393,18089,IN,Lake County,18089,high,place_to_county,national_places → counties gazetteer
1838358,Jeffersonville city,0,,211,18019,IN,Clark County,18019,high,place_to_county,national_places → counties gazetteer
19153,Polk County,0,,465,19153,IA,Polk County,19153,high,county_geoid_validated,validated against 2024 counties gazetteer
1937470,Hudson city,0,,221,19013,IA,Black Hawk County,19013,high,place_to_county,national_places → counties gazetteer
1938100,Independence city,0,,283,19019,IA,Buchanan County,19019,high,place_to_county,national_places → counties gazetteer
1954840,Mount Vernon,0,,343,19113,IA,Linn County,19113,high,place_to_county,national_places → counties gazetteer
1978285,Tipton city,0,,175,19031,IA,Cedar County,19031,high,place_to_county,national_places → counties gazetteer
1982425,Waterloo city,0,,1152,19013,IA,Black Hawk County,19013,high,place_to_county,national_places → counties gazetteer
1982875,Waverly city,0,,526,19017,IA,Bremer County,19017,high,place_to_county,national_places → counties gazetteer
2020000,Edwardsville city,0,,205,20209,KS,Wyandotte County,20209,high,place_to_county,national_places → counties gazetteer
2033625,Hutchinson city,0,,348,20155,KS,Reno County,20155,high,place_to_county,national_places → counties gazetteer
2047350,Mission Hills,0,,3,20091,KS,Johnson County,20091,high,place_to_county,national_places → counties gazetteer
21183,Ohio County,0,,331,21183,KY,Ohio County,21183,high,county_geoid_validated,validated against 2024 counties gazetteer
2120350,Dayton city,0,,185,21037,KY,Campbell County,21037,high,place_to_county,national_places → counties gazetteer
2130700,Georgetown city,0,,359,21209,KY,Scott County,21209,high,place_to_county,national_places → counties gazetteer
2204685,Bastrop city,0,,258,22067,LA,Morehouse Parish,22067,high,place_to_county,national_places → counties gazetteer
2205000,Baton Rouge city,0,,38,22033,LA,East Baton Rouge Parish,22033,high,place_to_county,national_places → counties gazetteer
2273640,Sulphur city,0,,3,22019,LA,Calcasieu Parish,22019,high,place_to_county,national_places → counties gazetteer
2302060,Auburn city,0,,584,23001,ME,Androscoggin County,23001,high,place_to_county,national_places → counties gazetteer
2323200,Ellsworth city,0,,478,23009,ME,Hancock County,23009,high,place_to_county,national_places → counties gazetteer
2338425,Lebanon town,0,,90,23031,ME,York County,23031,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
2354560,Oakland town,0,,164,23011,ME,Kennebec County,23011,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
2425575; 2436500; 2449950; 2453875; 2455925; 2476550; 2476725; 2479350; 2483100,Eldersburg CDP; Hampstead town; Manchester town; Mount Airy town; New Windsor town; Sykesville town; Taneytown city; Union Bridge town; Westminster city,1,2436500,108,24013,MD,Carroll County,24013,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2425575; 2436500; 2449950; 2453875; 2455925; 2476550; 2476725; 2479350; 2483100,Eldersburg CDP; Hampstead town; Manchester town; Mount Airy town; New Windsor town; Sykesville town; Taneytown city; Union Bridge town; Westminster city,1,2449950,138,24013,MD,Carroll County,24013,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2425575; 2436500; 2449950; 2453875; 2455925; 2476550; 2476725; 2479350; 2483100,Eldersburg CDP; Hampstead town; Manchester town; Mount Airy town; New Windsor town; Sykesville town; Taneytown city; Union Bridge town; Westminster city,1,2453875,76,24013,MD,Carroll County,24013,medium,compound_tokens_agree,all resolvable tokens agree on one county
2425575; 2436500; 2449950; 2453875; 2455925; 2476550; 2476725; 2479350; 2483100,Eldersburg CDP; Hampstead town; Manchester town; Mount Airy town; New Windsor town; Sykesville town; Taneytown city; Union Bridge town; Westminster city,1,2455925,125,24013,MD,Carroll County,24013,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2425575; 2436500; 2449950; 2453875; 2455925; 2476550; 2476725; 2479350; 2483100,Eldersburg CDP; Hampstead town; Manchester town; Mount Airy town; New Windsor town; Sykesville town; Taneytown city; Union Bridge town; Westminster city,1,2476550,146,24013,MD,Carroll County,24013,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2425575; 2436500; 2449950; 2453875; 2455925; 2476550; 2476725; 2479350; 2483100,Eldersburg CDP; Hampstead town; Manchester town; Mount Airy town; New Windsor town; Sykesville town; Taneytown city; Union Bridge town; Westminster city,1,2476725,55,24013,MD,Carroll County,24013,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2425575; 2436500; 2449950; 2453875; 2455925; 2476550; 2476725; 2479350; 2483100,Eldersburg CDP; Hampstead town; Manchester town; Mount Airy town; New Windsor town; Sykesville town; Taneytown city; Union Bridge town; Westminster city,1,2479350,70,24013,MD,Carroll County,24013,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2425575; 2436500; 2449950; 2453875; 2455925; 2476550; 2476725; 2479350; 2483100,Eldersburg CDP; Hampstead town; Manchester town; Mount Airy town; New Windsor town; Sykesville town; Taneytown city; Union Bridge town; Westminster city,1,2483100,95,24013,MD,Carroll County,24013,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2425575; 2436500; 2449950; 2453875; 2455925; 2476550; 2476725; 2479350; 2483100,Eldersburg CDP; Hampstead town; Manchester town; Mount Airy town; New Windsor town; Sykesville town; Taneytown city; Union Bridge town; Westminster city,1,UNKNOWN,645,24013,MD,Carroll County,24013,medium,compound_tokens_agree,all resolvable tokens agree on one county
2466275,Rising Sun town,0,,156,24015,MD,Cecil County,24015,high,place_to_county,national_places → counties gazetteer
2501370,Amherst town,0,,380,25015,MA,Hampshire County,25015,medium,place_name_alias_to_county,GEOID absent/stale in national_places; unique same-state name alias → 2501325 Amherst town
2504615,Bedford town,0,,354,25017,MA,Middlesex County,25017,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
2507000,Boston city,0,,1114,25025,MA,Suffolk County,25025,high,place_to_county,national_places → counties gazetteer
2509000; 25023,Brockton city; Plymouth County,1,25023,11,25023,MA,Plymouth County,25023,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
2509000; 25023,Brockton city; Plymouth County,1,2509000,415,25023,MA,Plymouth County,25023,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2509000; 25023,Brockton city; Plymouth County,1,UNKNOWN,237,25023,MA,Plymouth County,25023,medium,compound_tokens_agree,all resolvable tokens agree on one county
2511665,Carver town,0,,212,25023,MA,Plymouth County,25023,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
2515200; 2516670; 2579110,Conway town; Deerfield town; Whately town,1,2515200,5,25011,MA,Franklin County,25011,medium,predicted_place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz; from predicted_st_fips for multi-city
2515200; 2516670; 2579110,Conway town; Deerfield town; Whately town,1,2516670,29,25011,MA,Franklin County,25011,medium,predicted_place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz; from predicted_st_fips for multi-city
2515200; 2516670; 2579110,Conway town; Deerfield town; Whately town,1,2579110,2,25011,MA,Franklin County,25011,medium,predicted_place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz; from predicted_st_fips for multi-city
2515200; 2516670; 2579110,Conway town; Deerfield town; Whately town,1,UNKNOWN,203,25011,MA,Franklin County,25011,medium,compound_tokens_agree,all resolvable tokens agree on one county
2517405,Dover town,0,,627,25021,MA,Norfolk County,25021,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
2526535,Granby town,0,,121,25015,MA,Hampshire County,25015,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
2527060,Greenfield Town city,0,,497,25011,MA,Franklin County,25011,medium,place_name_alias_to_county,GEOID absent/stale in national_places; unique same-state name alias → 2527100 Greenfield Town city
2539835,Medford city,0,,357,25017,MA,Middlesex County,25017,high,place_to_county,national_places → counties gazetteer
2541165,Milford town,0,,469,25027,MA,Worcester County,25027,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
2548955,North Reading town,0,,1112,25017,MA,Middlesex County,25017,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
2555745,Quincy city,0,,848,25021,MA,Norfolk County,25021,high,place_to_county,national_places → counties gazetteer
2581005,Winthrop Town city,0,,327,25025,MA,Suffolk County,25025,high,place_to_county,national_places → counties gazetteer
2600980,Albion city,0,,490,26025,MI,Calhoun County,26025,high,place_to_county,national_places → counties gazetteer
26017,Bay County,0,,431,26017,MI,Bay County,26017,high,county_geoid_validated,validated against 2024 counties gazetteer
26027,Cass County,0,,20,26027,MI,Cass County,26027,high,county_geoid_validated,validated against 2024 counties gazetteer
2603000,Ann Arbor City,0,,1741,26161,MI,Washtenaw County,26161,high,place_to_county,national_places → counties gazetteer
26043,Dickinson County,0,,27,26043,MI,Dickinson County,26043,high,county_geoid_validated,validated against 2024 counties gazetteer
2607520,Benton Harbor city,0,,12,26021,MI,Berrien County,26021,high,place_to_county,national_places → counties gazetteer
26081; 2642780,Kent County; Kent City village,1,26081,405,26081,MI,Kent County,26081,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
26101; 2650720,Manistee County; Manistee city,1,26101,16,26101,MI,Manistee County,26101,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
26101; 2650720,Manistee County; Manistee city,1,2650720,536,26101,MI,Manistee County,26101,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
26101; 2650720,Manistee County; Manistee city,1,UNKNOWN,631,26101,MI,Manistee County,26101,medium,compound_tokens_agree,all resolvable tokens agree on one county
26147,St. Clair County,0,,331,26147,MI,St. Clair County,26147,high,county_geoid_validated,validated against 2024 counties gazetteer
2618400; 2623820; 2670680,Cottrellville township; East China township; St. Clair city,1,2618400,60,26147,MI,St. Clair County,26147,medium,predicted_place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz; from predicted_st_fips for multi-city
2618400; 2623820; 2670680,Cottrellville township; East China township; St. Clair city,1,2623820,132,26147,MI,St. Clair County,26147,medium,predicted_place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz; from predicted_st_fips for multi-city
2618400; 2623820; 2670680,Cottrellville township; East China township; St. Clair city,1,2670680,33,26147,MI,St. Clair County,26147,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2618400; 2623820; 2670680,Cottrellville township; East China township; St. Clair city,1,UNKNOWN,564,26147,MI,St. Clair County,26147,medium,compound_tokens_agree,all resolvable tokens agree on one county
2621000,Dearborn city,0,,346,26163,MI,Wayne County,26163,high,place_to_county,national_places → counties gazetteer
2623380,Dundee village,0,,11,26115,MI,Monroe County,26115,high,place_to_county,national_places → counties gazetteer
2624290,Eastpointe city,0,,385,26099,MI,Macomb County,26099,high,place_to_county,national_places → counties gazetteer
2629000,Flint city,0,,384,26049,MI,Genesee County,26049,high,place_to_county,national_places → counties gazetteer
2631420,Garden City city,0,,538,26163,MI,Wayne County,26163,high,place_to_county,national_places → counties gazetteer
2632980,Goodrich village,0,,101,26049,MI,Genesee County,26049,high,place_to_county,national_places → counties gazetteer
2633340,Grand Haven city,0,,171,26139,MI,Ottawa County,26139,high,place_to_county,national_places → counties gazetteer
2637420,Hazel Park city,0,,140,26125,MI,Oakland County,26125,high,place_to_county,national_places → counties gazetteer
2638700,Holly village,0,,232,26125,MI,Oakland County,26125,high,place_to_county,national_places → counties gazetteer
2640680,Inkster city,0,,301,26163,MI,Wayne County,26163,high,place_to_county,national_places → counties gazetteer
2641420,Jackson city,0,,92,26075,MI,Jackson County,26075,high,place_to_county,national_places → counties gazetteer
2644480,Lake City city,0,,54,26113,MI,Missaukee County,26113,high,place_to_county,national_places → counties gazetteer
2646000,Lansing city,0,,239,,MI,,26045;26065,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
2646320,Lathrup Village city,0,,350,26125,MI,Oakland County,26125,high,place_to_county,national_places → counties gazetteer
2649000,Livonia city,0,,568,26163,MI,Wayne County,26163,high,place_to_county,national_places → counties gazetteer
2649540,Lowell city,0,,801,26081,MI,Kent County,26081,high,place_to_county,national_places → counties gazetteer
2650560,Madison Heights city,0,,269,26125,MI,Oakland County,26125,high,place_to_county,national_places → counties gazetteer
2651900,Marquette city,0,,503,26103,MI,Marquette County,26103,high,place_to_county,national_places → counties gazetteer
2652180,Mason city,0,,28,26065,MI,Ingham County,26065,high,place_to_county,national_places → counties gazetteer
2652960; 2668380; 2603520; 2646900; 2613720; 2657380,Memphis city; Richmond city; Armada village; Lenox township; Casco township; New Haven village,1,2613720,4,26147,MI,St. Clair County,26147,medium,predicted_place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz; from predicted_st_fips for multi-city
2652960; 2668380; 2603520; 2646900; 2613720; 2657380,Memphis city; Richmond city; Armada village; Lenox township; Casco township; New Haven village,1,2646900,5,26099,MI,Macomb County,26099,medium,predicted_place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz; from predicted_st_fips for multi-city
2652960; 2668380; 2603520; 2646900; 2613720; 2657380,Memphis city; Richmond city; Armada village; Lenox township; Casco township; New Haven village,1,UNKNOWN,1347,,,,26099;26147,low,ambiguous_compound,multi-city/compound st_fips; no single county invented; predicted UNKNOWN/empty
2655020,Monroe city,0,,301,26115,MI,Monroe County,26115,high,place_to_county,national_places → counties gazetteer
2657380,New Haven village,0,,10,26099,MI,Macomb County,26099,high,place_to_county,national_places → counties gazetteer
2659220,Norway city,0,,291,26043,MI,Dickinson County,26043,high,place_to_county,national_places → counties gazetteer
2659920,Oak Park city,0,,328,26125,MI,Oakland County,26125,high,place_to_county,national_places → counties gazetteer
2661220,Ortonville village,0,,411,26125,MI,Oakland County,26125,high,place_to_county,national_places → counties gazetteer
2669420,Romulus city,0,,501,26163,MI,Wayne County,26163,high,place_to_county,national_places → counties gazetteer
2669800,Roseville city,0,,331,26099,MI,Macomb County,26099,high,place_to_county,national_places → counties gazetteer
2670520,Saginaw city,0,,415,26145,MI,Saginaw County,26145,high,place_to_county,national_places → counties gazetteer
2671140,Saline city,0,,648,26161,MI,Washtenaw County,26161,high,place_to_county,national_places → counties gazetteer
2674900,Southfield city,0,,208,26125,MI,Oakland County,26125,high,place_to_county,national_places → counties gazetteer
2680420,Trenton city,0,,2,26163,MI,Wayne County,26163,high,place_to_county,national_places → counties gazetteer
2683060,Walled Lake city,0,,17,26125,MI,Oakland County,26125,high,place_to_county,national_places → counties gazetteer
2686000,Westland city,0,,392,26163,MI,Wayne County,26163,high,place_to_county,national_places → counties gazetteer
2688140,Wixom city,0,,201,26125,MI,Oakland County,26125,high,place_to_county,national_places → counties gazetteer
2689140,Ypsilanti,0,,229,26161,MI,Washtenaw County,26161,high,place_to_county,national_places → counties gazetteer
2689160,Ypsilanti township,0,,269,26161,MI,Washtenaw County,26161,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
2700694,Albert Lea city,0,,121,27047,MN,Freeborn County,27047,high,place_to_county,national_places → counties gazetteer
2704834,Belle Plaine city,0,,165,27139,MN,Scott County,27139,high,place_to_county,national_places → counties gazetteer
27071,Koochiching County,0,,253,27071,MN,Koochiching County,27071,high,county_geoid_validated,validated against 2024 counties gazetteer
2707516,Breezy Point city,0,,41,27035,MN,Crow Wing County,27035,high,place_to_county,national_places → counties gazetteer
2708794,Burnsville city,0,,94,27037,MN,Dakota County,27037,high,place_to_county,national_places → counties gazetteer
2709730; 27049,Cannon Falls city; Goodhue County,1,27049,3,27049,MN,Goodhue County,27049,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
2709730; 27049,Cannon Falls city; Goodhue County,1,2709730,31,27049,MN,Goodhue County,27049,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2709730; 27049,Cannon Falls city; Goodhue County,1,UNKNOWN,537,27049,MN,Goodhue County,27049,medium,compound_tokens_agree,all resolvable tokens agree on one county
2710972,Chaska city,0,,516,27019,MN,Carver County,27019,high,place_to_county,national_places → counties gazetteer
2712484; 2754268; 2755078,Cold Spring city; Richmond city; Rockville city,1,2712484,131,27145,MN,Stearns County,27145,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2712484; 2754268; 2755078,Cold Spring city; Richmond city; Rockville city,1,2754268,54,27145,MN,Stearns County,27145,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2712484; 2754268; 2755078,Cold Spring city; Richmond city; Rockville city,1,2755078,104,27145,MN,Stearns County,27145,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2712484; 2754268; 2755078,Cold Spring city; Richmond city; Rockville city,1,UNKNOWN,157,27145,MN,Stearns County,27145,medium,compound_tokens_agree,all resolvable tokens agree on one county
2712700,Columbia Heights city,0,,2,27003,MN,Anoka County,27003,high,place_to_county,national_places → counties gazetteer
2713168,Corcoran city,0,,844,27053,MN,Hennepin County,27053,high,place_to_county,national_places → counties gazetteer
2715832,Detroit Lakes city,0,,183,27005,MN,Becker County,27005,high,place_to_county,national_places → counties gazetteer
2718116,Eden Prairie city,0,,476,27053,MN,Hennepin County,27053,high,place_to_county,national_places → counties gazetteer
2718188,Edina city,0,,876,27053,MN,Hennepin County,27053,high,place_to_county,national_places → counties gazetteer
2718662,Elko New Market city,0,,226,27139,MN,Scott County,27139,high,place_to_county,national_places → counties gazetteer
2719934; 27137,Eveleth city; St. Louis County,1,27137,2,27137,MN,St. Louis County,27137,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
2719934; 27137,Eveleth city; St. Louis County,1,2719934,104,27137,MN,St. Louis County,27137,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2719934; 27137,Eveleth city; St. Louis County,1,UNKNOWN,93,27137,MN,St. Louis County,27137,medium,compound_tokens_agree,all resolvable tokens agree on one county
2720222,Fairfax city,0,,222,27129,MN,Renville County,27129,high,place_to_county,national_places → counties gazetteer
2720906,Fergus Falls city,0,,619,27111,MN,Otter Tail County,27111,high,place_to_county,national_places → counties gazetteer
2721770,Forest Lake city,0,,652,27163,MN,Washington County,27163,high,place_to_county,national_places → counties gazetteer
2722814,Fridley city,0,,65,27003,MN,Anoka County,27003,high,place_to_county,national_places → counties gazetteer
2724992,Grand Marais city,0,,56,27031,MN,Cook County,27031,high,place_to_county,national_places → counties gazetteer
2725334,Grant city,0,,19,27163,MN,Washington County,27163,high,place_to_county,national_places → counties gazetteer
2730230,Houston city,0,,8,27055,MN,Houston County,27055,high,place_to_county,national_places → counties gazetteer
2730284,Howard Lake city,0,,24,27171,MN,Wright County,27171,high,place_to_county,national_places → counties gazetteer
2732840,Kenyon city,0,,166,27049,MN,Goodhue County,27049,high,place_to_county,national_places → counties gazetteer
2732966,Kettle River city,0,,25,27017,MN,Carlton County,27017,high,place_to_county,national_places → counties gazetteer
2737556,Little Falls city,0,,357,27097,MN,Morrison County,27097,high,place_to_county,national_places → counties gazetteer
2740688,Marshall city,0,,510,27083,MN,Lyon County,27083,high,place_to_county,national_places → counties gazetteer
2741138,Mayer city,0,,330,27019,MN,Carver County,27019,high,place_to_county,national_places → counties gazetteer
2741570,Melrose city,0,,126,27145,MN,Stearns County,27145,high,place_to_county,national_places → counties gazetteer
2743000,Minneapolis city,0,,1217,27053,MN,Hennepin County,27053,high,place_to_county,national_places → counties gazetteer
2743144,Minnesota City city,0,,6,27169,MN,Winona County,27169,high,place_to_county,national_places → counties gazetteer
2743306,Minnetrista city,0,,285,27053,MN,Hennepin County,27053,high,place_to_county,national_places → counties gazetteer
2743810,Montrose city,0,,254,27171,MN,Wright County,27171,high,place_to_county,national_places → counties gazetteer
2743864,Moorhead city,0,,436,27027,MN,Clay County,27027,high,place_to_county,national_places → counties gazetteer
2745808,New Prague city,0,,312,,MN,,27079;27139,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
2746042,New Ulm city,0,,1146,27015,MN,Brown County,27015,high,place_to_county,national_places → counties gazetteer
